Position,Company_Name,Job_Description,City,Province,Quota,Registered,Acceptance_Percentage,Registration_Start,Registration_End
"Okupasi Therapi","Rsu Anwar Medika","Tugas Okupasi Terapi :

1. Tugas dalam Pemeriksaan & Penentuan Diagnosis (Asesmen)
Tugas ini bertujuan untuk mengidentifikasi gangguan pada area dan komponen kinerja okupasional klien/pasien.

Melakukan Anamnesis: Menggali riwayat kesehatan dan permasalahan fungsional serta okupasional klien secara holistik.

Melakukan Pemeriksaan Fungsional & Okupasional: Meliputi observasi terstruktur, tes, dan pengukuran untuk menilai kemampuan fungsional di area aktivitas hidup sehari-hari, produktivitas, dan waktu luang.

Melakukan Reviu Hasil Pemeriksaan: Menganalisis hasil pemeriksaan dikaitkan dengan gangguan sistem terkait lainnya.

Menegakkan Diagnosis Terapi Okupasional: Menetapkan diagnosis yang berfokus pada masalah kinerja okupasional (bukan diagnosis medis).

2. Tugas dalam Perencanaan Tindakan (Intervensi)
Setelah diagnosis ditetapkan, TO bertugas merumuskan rencana terapi yang spesifik.

Menentukan Tujuan Terapi: Menetapkan tujuan jangka pendek dan jangka panjang yang terukur dan berorientasi pada fungsi.

Menentukan Jenis Tindakan: Memilih kerangka acuan terapi, termasuk penentuan jenis aktivitas (seperti adjunct activity, enabling activity, purposeful activity, dan occupational activity).

Menetapkan Parameter Terapi: Menentukan frekuensi, intensitas, dan durasi pemberian tindakan.

Menentukan Tempat Pelaksanaan: Memastikan tempat terapi sesuai dan kondusif untuk intervensi.

3. Tugas dalam Pelaksanaan Prosedur Tindakan (Intervensi)
Ini adalah inti dari pekerjaan, di mana TO melakukan intervensi untuk meningkatkan kinerja okupasional.

Persiapan Intervensi: Mempersiapkan metode dan aktivitas yang akan digunakan untuk meningkatkan kinerja okupasional klien.

Melaksanakan Terapi pada Berbagai Kasus: Memberikan tindakan terapi pada masalah kinerja okupasional untuk berbagai kasus, seperti:

Kasus Neuromuskular: Dengan gangguan motorik, sensorik, persepsi, dan kognitif (pada anak dan dewasa).

Kasus Pediatrik: Gangguan perkembangan mental ringan, gangguan perkembangan, dan gangguan integrasi sensori (menggunakan modalitas Sensori Integrasi dan Snoezelen).

Kasus Geriatrik: Gangguan motorik, sensorik, kognitif, dan perilaku pada lansia.

Kasus Kardiopulmonal: Penanganan pasca-operasi dengan tingkat kesulitan tertentu.

Kasus Psikososial/Gangguan Jiwa: Melakukan terapi kelompok aktivitas.

Merancang dan Menggunakan Alat Bantu: Mendisain, membuat, dan melatih klien menggunakan alat bantu fungsional (adaptive devices), splint fungsional, dan modifikasi lingkungan untuk meningkatkan kemandirian.

Advokasi/Advis: Memberikan edukasi dan saran kepada klien/pasien, keluarga, dan masyarakat terkait pelayanan okupasi terapi.","KAB. SIDOARJO","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"APOTEKER","Rumah Sakit Umum Daerah Dokter Mohamad Soewandhie","Apoteker bertugas pengelolaan sediaan farmasi dan alat kesehatan, pelayanan farmasi klinik seperti memberikan konseling dan memantau pengobatan pasien, serta manajemen sumber daya dan administrasi seperti pengadaan, pendistribusian, dan pencatatan obat. Apoteker juga berperan penting dalam menjaga mutu, keselamatan pasien, dan menjadi sumber informasi obat bagi tenaga medis lain.","KOTA SURABAYA","JAWA TIMUR",15,0,1500,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Dokter","LEMBAGA PEMASYARAKATAN KELAS IIB LUMAJANG","1. Memberikan pelayanan kesehatan umum bagi pegawai atau warga binaan
2. Melakukan pemeriksaan, diagnosis, dan pengobatan dasar
3. Menyusun laporan kesehatan berkala
4. Menangani kasus darurat medis di lingkungan kerja","KAB. LUMAJANG","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikiater","LEMBAGA PEMASYARAKATAN KELAS IIB LUMAJANG","1. Menangani gangguan kesehatan jiwa warga binaan atau pegawai
2. Melakukan asesmen psikologis dan terapi
3. Menyusun laporan perkembangan pasien
4. Memberikan rekomendasi tindak lanjut pemulihan","KAB. LUMAJANG","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Sosiolog","LEMBAGA PEMASYARAKATAN KELAS IIB LUMAJANG","1. Melakukan kajian sosial terhadap dinamika warga binaan dan lingkungan kerja
2. Menyusun analisis sosial sebagai bahan kebijakan pembinaan
3. Mengidentifikasi faktor sosial yang mempengaruhi perilaku narapidana
4. Memberikan masukan strategi pembinaan sosial","KAB. LUMAJANG","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIB LUMAJANG","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian
4. Menyusun laporan perkembangan individu","KAB. LUMAJANG","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIB LUMAJANG","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian
4. Menyusun laporan perkembangan individu","KAB. LUMAJANG","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIB LUMAJANG","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian
4. Menyusun laporan perkembangan individu","KAB. LUMAJANG","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat Kesehatan","LEMBAGA PEMASYARAKATAN KELAS IIB LUMAJANG","1. Memberikan perawatan kesehatan umum dan tindakan medis ringan
2. Menyusun catatan perkembangan pasien
3. Menjaga ketersediaan alat medis sederhana
4. Menyampaikan laporan kepada dokter atau pimpinan medis","KAB. LUMAJANG","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Apoteker","LEMBAGA PEMASYARAKATAN KELAS IIB LUMAJANG","1. Mengelola penyimpanan dan distribusi obat di unit layanan Kesehatan
2. Menyiapkan obat sesuai resep dokter
3. Memastikan keamanan dan kedaluwarsa obat
4. Menyusun laporan penggunaan obat secara berkala","KAB. LUMAJANG","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Dokter","RUMAH TAHANAN NEGARA KELAS IIB SITUBONDO","1. Memberikan pelayanan kesehatan umum bagi pegawai atau warga binaan
2. Melakukan pemeriksaan, diagnosis, dan pengobatan dasar
3. Menyusun laporan kesehatan berkala
4. Menangani kasus darurat medis di lingkungan kerja","KAB. SITUBONDO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat","RUMAH TAHANAN NEGARA KELAS IIB SITUBONDO","1. Memberikan perawatan medis dasar bagi pegawai dan warga binaan
2. Membantu dokter dalam tindakan medis
3. Melakukan pencatatan dan pelaporan kondisi pasien
4. Menjaga kebersihan serta kesiapan ruang perawatan","KAB. SITUBONDO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikolog","RUMAH TAHANAN NEGARA KELAS IIB SITUBONDO","1. Melaksanakan asesmen psikologis
2. Memberikan konseling dan rekomendasi psikologis sesuai kebutuhan satuan kerja
3. Menyusun laporan hasil asesmen dan rekomendasi psikologis secara professional
4. Membantu dalam kegiatan pengembangan SDM dan peningkatan kesejahteraan mental pegawai
5. Melakukan observasi dan evaluasi terhadap kondisi psikologis lingkungan kerja","KAB. SITUBONDO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Juru Bahasa Isyarat","KANTOR WILAYAH DIREKTORAT JENDERAL IMIGRASI JAWA TIMUR","1. Menjadi penerjemah bagi pengguna layanan penyandang disabilitas rungu.
2. Membantu komunikasi antara petugas dan Masyarakat
3. Memberikan pelatihan dasar bahasa isyarat bagi pegawai layanan publik.
4. Menjaga kerahasiaan informasi pengguna layanan.","KOTA SURABAYA","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikiater","RUMAH TAHANAN NEGARA PEREMPUAN KELAS IIA SURABAYA","Menyelenggarakan konsultasi psikologis warga binaan","KAB. SIDOARJO","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Concierge","Pakuwon Jati - Sheraton Surabaya","1.	Menyambut dan melayani tamu dengan ramah dan profesional.
2.	Memberikan informasi mengenai fasilitas hotel, tempat wisata, restoran, transportasi, dan aktivitas di sekitar area.
3.	Membantu pemesanan layanan, seperti:
4.	Tiket (pesawat, kereta, konser, dll.)
5.	Reservasi restoran
6.	Layanan transportasi (taksi, mobil sewaan, shuttle, dll.)
7.	Menangani permintaan khusus tamu, seperti pengantaran barang, pengiriman surat/paket, atau pengaturan kejutan ulang tahun.
8.	Bekerja sama dengan departemen lain (reception, housekeeping, bellboy, security) untuk memastikan kenyamanan tamu.
9.	Menangani keluhan tamu dengan cepat dan solusi yang memuaskan.
10.	Menjaga citra hotel melalui pelayanan yang sopan, cepat, dan informatif.","KOTA SURABAYA","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Telephone Operator","Pakuwon Jati - Sheraton Surabaya","1.	Menjawab panggilan telepon masuk dengan ramah, profesional, dan sesuai standar perusahaan/hotel.
2.	Menyambungkan panggilan ke departemen atau orang yang dituju dengan cepat dan tepat.
3.	Mencatat pesan penting dari penelepon jika orang yang dituju tidak dapat dihubungi.
4.	Melakukan panggilan keluar (outgoing call) atas permintaan tamu atau manajemen.
5.	Memberikan informasi umum tentang perusahaan, produk, layanan, atau fasilitas kepada penelepon.
6.	Menangani permintaan dan keluhan melalui telepon dengan sopan dan solusi yang tepat.
7.	Mengelola sistem komunikasi internal (intercom, PABX, radio komunikasi, dll.).
8.	Mencatat dan melaporkan log panggilan telepon harian atau bulanan (incoming & outgoing calls).
9.	Menjaga kerahasiaan informasi tamu atau perusahaan yang diterima melalui percakapan telepon.
10.	Bekerja sama dengan resepsionis, housekeeping, dan departemen lain untuk memastikan permintaan tamu terpenuhi.","KOTA SURABAYA","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"DOKTER UMUM","Rumah Sakit Umum Daerah Dokter Mohamad Soewandhie","tugas dokter di rumah sakit mencakup diagnosis, pengobatan, dan pencegahan penyakit melalui tindakan kuratif (penyembuhan), preventif (pencegahan), promotif (peningkatan kesehatan), dan rehabilitatif (pemulihan). Dokter juga bertanggung jawab untuk melakukan tindakan medis, meresepkan obat, membuat rencana perawatan, menjaga rekam medis, serta berkoordinasi dengan tim medis lain.","KOTA SURABAYA","JAWA TIMUR",10,0,1000,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"DOKTER GIGI","Rumah Sakit Umum Daerah Dokter Mohamad Soewandhie","ugas dokter gigi di rumah sakit meliputi pemeriksaan, diagnosis, dan perawatan kesehatan gigi dan mulut (gigi, gusi, dan jaringan mulut lainnya) secara menyeluruh, baik untuk pasien rawat jalan, pasien rawat inap, maupun kasus darurat. Tugas ini mencakup tindakan medis seperti menambal gigi, mencabut gigi, perawatan saluran akar, membersihkan karang gigi, pemasangan behel (ortodonti), serta penanganan kasus yang lebih kompleks seperti bedah mulut dan perawatan untuk pasien trauma.","KOTA SURABAYA","JAWA TIMUR",5,0,500,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"DOKTER","LEMBAGA PEMASYARAKATAN KELAS I SURABAYA","1.Memberikan pelayanan kesehatan umum bagi pegawai atau warga binaan.
2.Melakukan pemeriksaan, diagnosis, dan pengobatan dasar.
3.Menyusun laporan kesehatan berkala.
4.Menangani kasus darurat medis di lingkungan kerja.","KAB. SIDOARJO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"PSIKIATER","LEMBAGA PEMASYARAKATAN KELAS I SURABAYA","1. Menangani gangguan kesehatan jiwa warga binaan atau pegawai.
2. Melakukan asesmen psikologis dan terapi.
3. Menyusun laporan perkembangan pasien.
4. Memberikan rekomendasi tindak lanjut pemulihan.","KAB. SIDOARJO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Dokter","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Memberikan pelayanan kesehatan umum bagi pegawai atau warga binaan.
2. Melakukan pemeriksaan, diagnosis, dan pengobatan dasar.
3. Menyusun laporan kesehatan berkala.
4. Menangani kasus darurat medis di lingkungan kerja","KOTA PASURUAN","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1.  Memberikan perawatan medis dasar bagi pegawai dan warga binaan.
2. Membantu dokter dalam tindakan medis
3.  Melakukan pencatatan dan pelaporan kondisi pasien
4. Menjaga kebersihan serta kesiapan ruang perawatan.","KOTA PASURUAN","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"PEMBINA KEPRIBADIAN","LEMBAGA PEMASYARAKATAN KELAS I SURABAYA","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri 
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. SIDOARJO","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikiater","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Menangani gangguan kesehatan jiwa warga binaan atau pegawai.
2. Melakukan asesmen psikologis dan terapi.
3. Menyusun laporan perkembangan pasien.
4. Memberikan rekomendasi  tindak  lanjut  pemulihan","KOTA PASURUAN","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"PEMBINA KEPRIBADIAN","LEMBAGA PEMASYARAKATAN KELAS I SURABAYA","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri 
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. SIDOARJO","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"apoteker","Rumah Sakit Elizabeth","Apoteker yang melingkup Rawat Inap dan Rawat Jalan di Rumah Sakit Elizabeth, siap bekerja dibawah tekanan, siap bekerja dalam TIM, laki - laki atau perempuan, dari PTN dengan IPK minimal 3","KAB. SITUBONDO","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Tenaga Teknis Farmasi","Rumah Sakit Elizabeth","TTK yang melingkup Rawat Inap dan Rawat Jalan di Rumah Sakit Elizabeth, siap bekerja dibawah tekanan, siap bekerja dalam TIM, laki - laki atau perempuan, dari PTN dengan IPK minimal 3","KAB. SITUBONDO","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Penata Anastesi","Rumah Sakit Elizabeth","Anastesi yang siap bekerja dibawah tekanan, siap bekerja dalam TIM, laki - laki atau perempuan, dari PTN dengan IPK minimal 3, berdedikasi tinggi, laki- laki minimal 160, perempuan minimal 155","KAB. SITUBONDO","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"terapi wicara","Rumah Sakit Elizabeth","Terapi Wicara yang siap bekerja dibawah tekanan, siap bekerja dalam TIM, laki - laki atau perempuan, dari PTN dengan IPK minimal 3, berdedikasi tinggi, laki- laki minimal 160, perempuan minimal 155","KAB. SITUBONDO","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikiater","LEMBAGA PEMASYARAKATAN KELAS IIA BOJONEGORO","1. Menangani  gangguan  kesehatan  jiwa  warga binaan atau pegawai;
2. Melakukan asesmen psikologis dan terapi;
3. Menyusun laporan perkembangan pasien;
4. Memberikan  rekomendasi  tindak  lanjut pemulihan.","KAB. BOJONEGORO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Operasional","Eco Karya Teknologi","- Membantu kegiatan operasional harian perusahaan yang berkaitan dengan teknologi, logistik, dan supply chain.
- Mendukung proses pengadaan, pengiriman, penyimpanan, serta distribusi perangkat teknologi ke lokasi operasional atau mitra.
- Melakukan pemeriksaan, instalasi, kalibrasi, dan perawatan dasar terhadap perangkat hardware perusahaan.
- Membantu proses troubleshooting ringan dan melaporkan kendala teknis ke tim terkait untuk tindak lanjut.
- Menyiapkan dan mengelola inventaris alat, suku cadang, serta dokumentasi teknis dan operasional.
- Berkoordinasi dengan tim engineering, procurement, dan field operation untuk memastikan kelancaran aktivitas operasional.
- Membantu dalam penyusunan SOP, laporan kegiatan, dan evaluasi proses untuk meningkatkan efisiensi kerja.
- Berkontribusi aktif dalam pemecahan masalah operasional dan peningkatan efektivitas proses di lapangan.","KOTA SURABAYA","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Staf Purchasing","Suka Jari Ibu","Kualifikasi:
- Pendidikan min D3 Administrasi Logistik, Manajemen Administrasi, atau linier
- Memiliki pengalaman minimal 1 tahun, dibidang purchasing & procurement
- Menguasai Microsoft Office
- Penempatan: PT. Suka Jari Ibu (Dilem, Kepanjen, Malang)","KAB. MALANG","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Dokter","RUMAH TAHANAN NEGARA KELAS IIB SAMPANG","1. Memberikan pelayanan kesehatan umum bagi pegawai atau warga binaan.
2. Melakukan pemeriksaan, diagnosis, dan pengobatan dasar.
3. Menyusun laporan kesehatan berkala.
4. Menangani kasus darurat medis di lingkungan kerja.","KAB. SAMPANG","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat","RUMAH TAHANAN NEGARA KELAS IIB SAMPANG","1. Memberikan perawatan medis dasar bagi pegawai dan warga binaan.
2. Membantu dokter dalam tindakan medis.
3. Melakukan pencatatan dan pelaporan kondisi pasien.
4. Menjaga kebersihan serta kesiapan ruang perawatan.","KAB. SAMPANG","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikolog","RUMAH TAHANAN NEGARA KELAS IIB SAMPANG","1. Melaksanakan asesmen psikologis.
2. Memberikan konseling dan rekomendasi psikologis sesuai kebutuhan satuan kerja.
3. Menyusun laporan hasil asesmen dan reomendasi psikologis secara profesional.
4. Membantu dalam kegiatan pengembangan SDM dan peningkatan kesejahteraan mental pegawai.
5. Melakukan observasi dan evaluasi terhadap kondisi psikologis lingkungan kerja.","KAB. SAMPANG","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikiater","RUMAH TAHANAN NEGARA KELAS IIB SAMPANG","1. Menangani gangguan kesehatan jiwa warga binaan atau pegawai.
2. Melakukan asesmen psikologis dan terapi.
3. Menyusun laporan perkembangan pasien.
4. Memberikan rekomendasi tindak lanjut pemulihan.","KAB. SAMPANG","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"JURU BAHASA ISYARAT","KANIM KELAS I TPI JEMBER","1. Menjadi penerjemah bagi pengguna layanan penyandang disabilitas rungu.
2. Membantu komunikasi antara petugas dan Masyarakat
3. Memberikan pelatihan dasar bahasa isyarat bagi pegawai layanan publik.
4. Menjaga kerahasiaan informasi pengguna layanan.","KAB. JEMBER","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina kepribadian","RUMAH TAHANAN NEGARA KELAS IIB SAMPANG","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. SAMPANG","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina kepribadian","RUMAH TAHANAN NEGARA KELAS IIB SAMPANG","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. SAMPANG","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
